date,series_id,kind,name,value,lower,upper
2020-04-01,cambodia,signal,search_index,2012.07,,
2020-05-01,cambodia,observed,target,6125.0,,
2020-05-01,cambodia,signal,flight_capacity,98.0,,
2020-05-01,cambodia,signal,search_index,1660.73,,
2020-06-01,cambodia,observed,target,6785.0,,
2020-06-01,cambodia,signal,flight_capacity,119.0,,
2020-06-01,cambodia,signal,search_index,1666.36,,
2020-07-01,cambodia,observed,target,7390.0,,
2020-07-01,cambodia,signal,flight_capacity,141.0,,
2020-07-01,cambodia,signal,search_index,1608.47,,
2020-08-01,cambodia,observed,target,9240.0,,
2020-08-01,cambodia,signal,flight_capacity,159.0,,
2020-08-01,cambodia,signal,search_index,1569.39,,
2020-09-01,cambodia,observed,target,10523.0,,
2020-09-01,cambodia,signal,flight_capacity,202.0,,
2020-09-01,cambodia,signal,search_index,1542.35,,
2020-10-01,cambodia,observed,target,11465.0,,
2020-10-01,cambodia,signal,flight_capacity,208.0,,
2020-10-01,cambodia,signal,search_index,1575.33,,
2020-11-01,cambodia,observed,target,8168.0,,
2020-11-01,cambodia,signal,flight_capacity,153.0,,
2020-11-01,cambodia,signal,search_index,1595.48,,
2020-12-01,cambodia,observed,target,7214.0,,
2020-12-01,cambodia,signal,flight_capacity,206.0,,
2020-12-01,cambodia,signal,search_index,1765.67,,
2021-01-01,cambodia,observed,target,4770.0,,
2021-01-01,cambodia,signal,flight_capacity,187.0,,
2021-01-01,cambodia,signal,search_index,1528.96,,
2021-02-01,cambodia,observed,target,4789.0,,
2021-02-01,cambodia,signal,flight_capacity,85.0,,
2021-02-01,cambodia,signal,search_index,1863.71,,
2021-03-01,cambodia,observed,target,14278.0,,
2021-03-01,cambodia,signal,flight_capacity,200.0,,
2021-03-01,cambodia,signal,search_index,1914.75,,
2021-04-01,cambodia,observed,target,2149.0,,
2021-04-01,cambodia,signal,flight_capacity,147.0,,
2021-04-01,cambodia,signal,search_index,1802.9,,
2021-05-01,cambodia,observed,target,1707.0,,
2021-05-01,cambodia,signal,flight_capacity,112.0,,
2021-05-01,cambodia,signal,search_index,1801.13,,
2021-06-01,cambodia,observed,target,2058.0,,
2021-06-01,cambodia,signal,flight_capacity,104.0,,
2021-06-01,cambodia,signal,search_index,1848.52,,
2021-07-01,cambodia,observed,target,2731.0,,
2021-07-01,cambodia,signal,flight_capacity,40.0,,
2021-07-01,cambodia,signal,search_index,1879.8,,
2021-08-01,cambodia,observed,target,2158.0,,
2021-08-01,cambodia,signal,flight_capacity,53.0,,
2021-08-01,cambodia,signal,search_index,1546.81,,
2021-09-01,cambodia,observed,target,2557.0,,
2021-09-01,cambodia,signal,flight_capacity,75.0,,
2021-09-01,cambodia,signal,search_index,1555.48,,
2021-10-01,cambodia,observed,target,2594.0,,
2021-10-01,cambodia,signal,flight_capacity,54.0,,
2021-10-01,cambodia,signal,search_index,1541.37,,
2021-11-01,cambodia,observed,target,2604.0,,
2021-11-01,cambodia,signal,flight_capacity,35.0,,
2021-11-01,cambodia,signal,search_index,1536.26,,
2021-12-01,cambodia,observed,target,3380.0,,
2021-12-01,cambodia,signal,flight_capacity,57.0,,
2021-12-01,cambodia,signal,search_index,1498.03,,
2022-01-01,cambodia,observed,target,2497.0,,
2022-01-01,cambodia,signal,flight_capacity,53.0,,
2022-01-01,cambodia,signal,search_index,1460.45,,
2022-02-01,cambodia,observed,target,2992.0,,
2022-02-01,cambodia,signal,flight_capacity,43.0,,
2022-02-01,cambodia,signal,search_index,1442.2,,
2022-03-01,cambodia,observed,target,4264.0,,
2022-03-01,cambodia,signal,flight_capacity,56.0,,
2022-03-01,cambodia,signal,search_index,1928.92,,
2022-04-01,cambodia,observed,target,5650.0,,
2022-04-01,cambodia,signal,flight_capacity,24.0,,
2022-04-01,cambodia,signal,search_index,2169.43,,
2022-05-01,cambodia,observed,target,7072.0,,
2022-05-01,cambodia,signal,flight_capacity,22.0,,
2022-05-01,cambodia,signal,search_index,2181.33,,
2022-06-01,cambodia,observed,target,8279.0,,
2022-06-01,cambodia,signal,flight_capacity,41.0,,
2022-06-01,cambodia,signal,search_index,2241.42,,
2022-07-01,cambodia,observed,target,10667.0,,
2022-07-01,cambodia,signal,flight_capacity,49.0,,
2022-07-01,cambodia,signal,search_index,1745.73,,
2022-08-01,cambodia,observed,target,9899.0,,
2022-08-01,cambodia,signal,flight_capacity,61.0,,
2022-08-01,cambodia,signal,search_index,1567.68,,
2022-09-01,cambodia,observed,target,11105.0,,
2022-09-01,cambodia,signal,flight_capacity,109.0,,
2022-09-01,cambodia,signal,search_index,1524.68,,
2022-10-01,cambodia,observed,target,13490.0,,
2022-10-01,cambodia,signal,flight_capacity,154.0,,
2022-10-01,cambodia,signal,search_index,1876.06,,
2022-11-01,cambodia,observed,target,14733.0,,
2022-11-01,cambodia,signal,flight_capacity,143.0,,
2022-11-01,cambodia,signal,search_index,1704.97,,
2022-12-01,cambodia,observed,target,16227.0,,
2022-12-01,cambodia,signal,flight_capacity,201.0,,
2022-12-01,cambodia,signal,search_index,1557.44,,
2023-01-01,cambodia,base_forecast,legacy_ensemble,180994.9069653666,,
2023-01-01,cambodia,observed,target,24978.0,,
2023-01-01,cambodia,reference_forecast,legacy_average,23727.85714285714,,
2023-01-01,cambodia,signal,flight_capacity,279.0,,
2023-01-01,cambodia,signal,search_index,1482.86,,
2023-02-01,cambodia,base_forecast,legacy_ensemble,210455.7831137638,,
2023-02-01,cambodia,reference_forecast,legacy_average,38980.29910039285,,
2023-02-01,cambodia,signal,flight_capacity,550.0,,
2023-02-01,cambodia,signal,search_index,1684.55,,
2023-03-01,cambodia,base_forecast,legacy_ensemble,217701.7196695597,,
2023-03-01,cambodia,reference_forecast,legacy_average,45107.81881477438,,
2023-03-01,cambodia,signal,flight_capacity,632.0,,
2023-03-01,cambodia,signal,search_index,1924.32,,
2023-04-01,cambodia,base_forecast,legacy_ensemble,192453.2591346086,,
2023-04-01,cambodia,reference_forecast,legacy_average,42612.15067478731,,
2023-04-01,cambodia,signal,flight_capacity,654.0,,
2023-04-01,cambodia,signal,search_index,2285.32,,
2023-05-01,cambodia,base_forecast,legacy_ensemble,193314.5638653943,,
2023-05-01,cambodia,reference_forecast,legacy_average,35563.27109368253,,
2023-05-01,cambodia,signal,flight_capacity,586.0,,
2023-05-01,cambodia,signal,search_index,2103.77,,
2023-06-01,cambodia,base_forecast,legacy_ensemble,172095.1655066768,,
2023-06-01,cambodia,reference_forecast,legacy_average,31620.08507614164,,
2023-06-01,cambodia,signal,flight_capacity,586.0,,
2023-06-01,cambodia,signal,search_index,1763.741935483871,,
2023-07-01,cambodia,base_forecast,legacy_ensemble,205853.5324537883,,
2023-08-01,cambodia,base_forecast,legacy_ensemble,199689.4115621625,,
2023-08-01,cambodia,recovery_forecast,legacy_final,60773.0891270515,,
2023-09-01,cambodia,base_forecast,legacy_ensemble,184283.7428593255,,
2023-09-01,cambodia,recovery_forecast,legacy_final,58388.82623542761,,
2023-10-01,cambodia,base_forecast,legacy_ensemble,184876.048369261,,
2023-10-01,cambodia,recovery_forecast,legacy_final,70290.22742179061,,
2023-11-01,cambodia,base_forecast,legacy_ensemble,190458.3533566448,,
2023-11-01,cambodia,recovery_forecast,legacy_final,78912.73921056568,,
2023-12-01,cambodia,base_forecast,legacy_ensemble,202407.2927511235,,
2023-12-01,cambodia,recovery_forecast,legacy_final,92294.12278886844,,
2024-01-01,cambodia,base_forecast,legacy_ensemble,179146.9508214227,,
2024-01-01,cambodia,recovery_forecast,legacy_final,102282.2173154925,,
2024-02-01,cambodia,base_forecast,legacy_ensemble,210082.3425709095,,
2024-02-01,cambodia,recovery_forecast,legacy_final,129122.7665649176,,
2024-03-01,cambodia,base_forecast,legacy_ensemble,194800.0401816387,,
2024-03-01,cambodia,recovery_forecast,legacy_final,122232.4320669471,,
2024-04-01,cambodia,base_forecast,legacy_ensemble,178021.7288351276,,
2024-04-01,cambodia,recovery_forecast,legacy_final,112033.417358086,,
2024-05-01,cambodia,base_forecast,legacy_ensemble,166066.0424845462,,
2024-05-01,cambodia,recovery_forecast,legacy_final,102415.1726467473,,
2024-06-01,cambodia,base_forecast,legacy_ensemble,146338.7592211362,,
2024-06-01,cambodia,recovery_forecast,legacy_final,102370.5717742246,,
2024-07-01,cambodia,base_forecast,legacy_ensemble,164985.4565965651,,
2024-07-01,cambodia,recovery_forecast,legacy_final,131161.5057843075,,
2024-07-01,cambodia,terminal_forecast,intervention_adjusted,131988.3652772521,,
2024-08-01,cambodia,base_forecast,legacy_ensemble,163249.2485117661,,
2024-09-01,cambodia,base_forecast,legacy_ensemble,159628.2839467703,,
2024-10-01,cambodia,base_forecast,legacy_ensemble,153196.7711965485,,
2024-11-01,cambodia,base_forecast,legacy_ensemble,172842.9128403725,,
2024-12-01,cambodia,base_forecast,legacy_ensemble,177818.902706856,,
2002-01-01,canada,observed,target,6088.0,,
2002-02-01,canada,observed,target,4356.0,,
2002-03-01,canada,observed,target,5008.0,,
2002-04-01,canada,observed,target,5841.0,,
2002-05-01,canada,observed,target,7042.0,,
2002-06-01,canada,observed,target,9956.0,,
2002-07-01,canada,observed,target,12345.0,,
2002-08-01,canada,observed,target,12773.0,,
2002-09-01,canada,observed,target,11059.0,,
2002-10-01,canada,observed,target,8212.0,,
2002-11-01,canada,observed,target,6905.0,,
2002-12-01,canada,observed,target,6557.0,,
2003-01-01,canada,observed,target,6304.0,,
2003-02-01,canada,observed,target,5042.0,,
2003-03-01,canada,observed,target,4710.0,,
2003-04-01,canada,observed,target,4815.0,,
2003-05-01,canada,observed,target,2932.0,,
2003-06-01,canada,observed,target,5248.0,,
2003-07-01,canada,observed,target,8536.0,,
2003-08-01,canada,observed,target,10974.0,,
2003-09-01,canada,observed,target,8552.0,,
2003-10-01,canada,observed,target,6815.0,,
2003-11-01,canada,observed,target,5966.0,,
2003-12-01,canada,observed,target,6581.0,,
2004-01-01,canada,observed,target,5743.0,,
2004-02-01,canada,observed,target,4901.0,,
2004-03-01,canada,observed,target,5671.0,,
2004-04-01,canada,observed,target,6086.0,,
2004-05-01,canada,observed,target,7723.0,,
2004-06-01,canada,observed,target,9688.0,,
2004-07-01,canada,observed,target,12022.0,,
2004-08-01,canada,observed,target,13885.0,,
2004-09-01,canada,observed,target,11658.0,,
2004-10-01,canada,observed,target,10330.0,,
2004-11-01,canada,observed,target,7781.0,,
2004-12-01,canada,observed,target,6395.0,,
2005-01-01,canada,observed,target,6274.0,,
2005-02-01,canada,observed,target,5222.0,,
2005-03-01,canada,observed,target,5562.0,,
2005-04-01,canada,observed,target,6997.0,,
2005-05-01,canada,observed,target,8470.0,,
2005-06-01,canada,observed,target,13309.0,,
2005-07-01,canada,observed,target,14389.0,,
2005-08-01,canada,observed,target,14084.0,,
2005-09-01,canada,observed,target,13287.0,,
2005-10-01,canada,observed,target,11891.0,,
2005-11-01,canada,observed,target,9628.0,,
2005-12-01,canada,observed,target,8377.0,,
2006-01-01,canada,observed,target,6860.0,,
2006-02-01,canada,observed,target,6038.0,,
2006-03-01,canada,observed,target,7120.0,,
2006-04-01,canada,observed,target,8799.0,,
2006-05-01,canada,observed,target,12048.0,,
2006-06-01,canada,observed,target,14596.0,,
2006-07-01,canada,observed,target,19452.0,,
2006-08-01,canada,observed,target,17541.0,,
2006-09-01,canada,observed,target,18701.0,,
2006-10-01,canada,observed,target,13591.0,,
2006-11-01,canada,observed,target,10153.0,,
2006-12-01,canada,observed,target,9702.0,,
2007-01-01,canada,observed,target,7953.0,,
2007-02-01,canada,observed,target,7294.0,,
2007-03-01,canada,observed,target,7444.0,,
2007-04-01,canada,observed,target,9216.0,,
2007-05-01,canada,observed,target,12815.0,,
2007-06-01,canada,observed,target,15806.0,,
2007-07-01,canada,observed,target,21048.0,,
2007-08-01,canada,observed,target,18420.0,,
2007-09-01,canada,observed,target,18362.0,,
2007-10-01,canada,observed,target,13453.0,,
2007-11-01,canada,observed,target,10225.0,,
2007-12-01,canada,observed,target,10164.0,,
2008-01-01,canada,observed,target,9118.0,,
2008-02-01,canada,observed,target,8852.0,,
2008-03-01,canada,observed,target,8296.0,,
2008-04-01,canada,observed,target,9987.0,,
2008-05-01,canada,observed,target,14143.0,,
2008-06-01,canada,observed,target,16433.0,,
2008-07-01,canada,observed,target,22656.0,,
2008-08-01,canada,observed,target,18032.0,,
2008-09-01,canada,observed,target,18793.0,,
2008-10-01,canada,observed,target,13152.0,,
2008-11-01,canada,observed,target,9894.0,,
2008-12-01,canada,observed,target,10571.0,,
2009-01-01,canada,observed,target,11116.0,,
2009-02-01,canada,observed,target,9333.0,,
2009-03-01,canada,observed,target,9612.0,,
2009-04-01,canada,observed,target,11025.0,,
2009-05-01,canada,observed,target,13090.0,,
2009-06-01,canada,observed,target,15009.0,,
2009-07-01,canada,observed,target,18745.0,,
2009-08-01,canada,observed,target,20151.0,,
2009-09-01,canada,observed,target,19706.0,,
2009-10-01,canada,observed,target,13857.0,,
2009-11-01,canada,observed,target,8868.0,,
2009-12-01,canada,observed,target,10321.0,,
2010-01-01,canada,observed,target,9686.0,,
2010-02-01,canada,observed,target,10239.0,,
2010-03-01,canada,observed,target,10013.0,,
2010-04-01,canada,observed,target,11160.0,,
2010-05-01,canada,observed,target,15111.0,,
2010-06-01,canada,observed,target,20422.0,,
2010-07-01,canada,observed,target,28074.0,,
2010-08-01,canada,observed,target,27806.0,,
2010-09-01,canada,observed,target,22807.0,,
2010-10-01,canada,observed,target,16596.0,,
2010-11-01,canada,observed,target,10867.0,,
2010-12-01,canada,observed,target,12198.0,,
2011-01-01,canada,observed,target,13274.0,,
2011-02-01,canada,observed,target,10751.0,,
2011-02-01,canada,signal,search_index,1561.42,,
2011-03-01,canada,observed,target,10864.0,,
2011-03-01,canada,signal,search_index,1707.18,,
2011-04-01,canada,observed,target,12719.0,,
2011-04-01,canada,signal,search_index,1911.77,,
2011-05-01,canada,observed,target,18554.0,,
2011-05-01,canada,signal,search_index,1853.93,,
2011-06-01,canada,observed,target,25108.0,,
2011-06-01,canada,signal,search_index,2096.36,,
2011-07-01,canada,observed,target,36412.0,,
2011-07-01,canada,signal,search_index,2378.63,,
2011-08-01,canada,observed,target,35772.0,,
2011-08-01,canada,signal,search_index,2181.55,,
2011-09-01,canada,observed,target,28324.0,,
2011-09-01,canada,signal,search_index,2216.35,,
2011-10-01,canada,observed,target,21426.0,,
2011-10-01,canada,signal,search_index,2142.1,,
2011-11-01,canada,observed,target,13870.0,,
2011-11-01,canada,signal,search_index,2013.04,,
2011-12-01,canada,observed,target,16618.0,,
2011-12-01,canada,signal,search_index,2131.86,,
2012-01-01,canada,observed,target,19166.0,,
2012-01-01,canada,signal,search_index,2157.8,,
2012-02-01,canada,observed,target,11601.0,,
2012-02-01,canada,signal,search_index,2031.85,,
2012-03-01,canada,observed,target,13159.0,,
2012-03-01,canada,signal,search_index,2347.17,,
2012-04-01,canada,observed,target,15997.0,,
2012-04-01,canada,signal,search_index,2428.18,,
2012-05-01,canada,observed,target,22630.0,,
2012-05-01,canada,signal,search_index,2449.77,,
2012-06-01,canada,observed,target,30797.0,,
2012-06-01,canada,signal,search_index,2588.26,,
2012-07-01,canada,observed,target,45308.0,,
2012-07-01,canada,signal,search_index,2551.13,,
2012-08-01,canada,observed,target,41464.0,,
2012-08-01,canada,signal,search_index,2569.55,,
2012-09-01,canada,observed,target,29972.0,,
2012-09-01,canada,signal,search_index,2862.74,,
2012-10-01,canada,observed,target,24922.0,,
2012-10-01,canada,signal,search_index,2394.29,,
2012-11-01,canada,observed,target,14226.0,,
2012-11-01,canada,signal,search_index,2355.65,,
2012-12-01,canada,observed,target,19036.0,,
2012-12-01,canada,signal,search_index,2308.76,,
2013-01-01,canada,observed,target,16346.0,,
2013-01-01,canada,signal,search_index,2309.97,,
2013-02-01,canada,observed,target,20850.0,,
2013-02-01,canada,signal,search_index,2333.4,,
2013-03-01,canada,observed,target,15175.0,,
2013-03-01,canada,signal,search_index,2450.14,,
2013-04-01,canada,observed,target,18381.0,,
2013-04-01,canada,signal,search_index,2734.1,,
2013-05-01,canada,observed,target,27874.0,,
2013-05-01,canada,signal,search_index,3126.24,,
2013-06-01,canada,observed,target,37614.0,,
2013-06-01,canada,signal,search_index,3169.7,,
2013-07-01,canada,observed,target,52690.0,,
2013-07-01,canada,signal,search_index,3219.44,,
2013-08-01,canada,observed,target,56880.0,,
2013-08-01,canada,signal,search_index,3562.65,,
2013-09-01,canada,observed,target,40193.0,,
2013-09-01,canada,signal,search_index,3788.41,,
2013-10-01,canada,observed,target,26367.0,,
2013-10-01,canada,signal,search_index,3082.57,,
2013-11-01,canada,observed,target,16664.0,,
2013-11-01,canada,signal,search_index,2834.3,,
2013-12-01,canada,observed,target,23562.0,,
2013-12-01,canada,signal,search_index,2772.96,,
2014-01-01,canada,observed,target,26764.0,,
2014-01-01,canada,signal,search_index,2772.28,,
2014-02-01,canada,observed,target,21720.0,,
2014-02-01,canada,signal,search_index,2693.19,,
2014-03-01,canada,observed,target,18386.0,,
2014-03-01,canada,signal,search_index,4805.74,,
2014-04-01,canada,observed,target,22329.0,,
2014-04-01,canada,signal,search_index,3636.36,,
2014-05-01,canada,observed,target,36877.0,,
2014-05-01,canada,signal,search_index,3655.63,,
2014-06-01,canada,observed,target,47743.0,,
2014-06-01,canada,signal,search_index,3715.26,,
2014-07-01,canada,observed,target,71622.0,,
2014-07-01,canada,signal,search_index,4086.24,,
2014-08-01,canada,observed,target,74605.0,,
2014-08-01,canada,signal,search_index,4006.29,,
2014-09-01,canada,observed,target,49913.0,,
2014-09-01,canada,signal,search_index,3931.8,,
2014-10-01,canada,observed,target,35826.0,,
2014-10-01,canada,signal,search_index,3340.66,,
2014-11-01,canada,observed,target,20071.0,,
2014-11-01,canada,signal,search_index,3204.91,,
2014-12-01,canada,observed,target,28174.0,,
2014-12-01,canada,signal,search_index,3122.63,,
2015-01-01,canada,observed,target,24022.0,,
2015-01-01,canada,signal,search_index,3188.57,,
2015-02-01,canada,observed,target,34282.0,,
2015-02-01,canada,signal,search_index,3410.54,,
2015-03-01,canada,observed,target,22778.0,,
2015-03-01,canada,signal,search_index,3095.93,,
2015-04-01,canada,observed,target,26269.0,,
2015-04-01,canada,signal,search_index,4169.58,,
2015-05-01,canada,observed,target,38802.0,,
2015-05-01,canada,signal,search_index,4004.8,,
2015-06-01,canada,observed,target,47728.0,,
2015-06-01,canada,signal,search_index,4484.25,,
2015-07-01,canada,observed,target,79233.0,,
2015-07-01,canada,signal,search_index,4681.17,,
2015-08-01,canada,observed,target,73230.0,,
2015-08-01,canada,signal,search_index,4862.74,,
2015-09-01,canada,observed,target,60723.0,,
2015-09-01,canada,signal,search_index,5038.22,,
2015-10-01,canada,observed,target,36950.0,,
2015-10-01,canada,signal,search_index,4661.97,,
2015-11-01,canada,observed,target,19350.0,,
2015-11-01,canada,signal,search_index,4487.96,,
2015-12-01,canada,observed,target,30460.0,,
2015-12-01,canada,signal,search_index,3783.14,,
2016-01-01,canada,observed,target,30567.0,,
2016-01-01,canada,signal,search_index,3563.39,,
2016-02-01,canada,observed,target,35209.0,,
2016-02-01,canada,signal,search_index,3802.67,,
2016-03-01,canada,observed,target,23296.0,,
2016-03-01,canada,signal,search_index,3979.55,,
2016-04-01,canada,observed,target,32575.0,,
2016-04-01,canada,signal,search_index,4108.74,,
2016-05-01,canada,observed,target,48127.0,,
2016-05-01,canada,signal,search_index,4246.01,,
2016-06-01,canada,observed,target,70972.0,,
2016-06-01,canada,signal,search_index,4564.54,,
2016-07-01,canada,observed,target,97903.0,,
2016-07-01,canada,signal,search_index,4619.7,,
2016-08-01,canada,observed,target,90073.0,,
2016-08-01,canada,signal,search_index,4393.32,,
2016-09-01,canada,observed,target,74875.0,,
2016-09-01,canada,signal,search_index,4721.84,,
2016-10-01,canada,observed,target,47131.0,,
2016-10-01,canada,signal,search_index,4172.37,,
2016-11-01,canada,observed,target,23961.0,,
2016-11-01,canada,signal,search_index,3742.1,,
2016-12-01,canada,observed,target,35866.0,,
2016-12-01,canada,signal,search_index,3688.37,,
2017-01-01,canada,observed,target,44615.0,,
2017-01-01,canada,signal,search_index,3752.36,,
2017-02-01,canada,observed,target,31143.0,,
2017-02-01,canada,signal,search_index,3588.56,,
2017-03-01,canada,observed,target,28595.0,,
2017-03-01,canada,signal,search_index,4048.25,,
2017-04-01,canada,observed,target,39620.0,,
2017-04-01,canada,signal,search_index,4119.809999999999,,
2017-05-01,canada,observed,target,53302.0,,
2017-05-01,canada,signal,search_index,4229.490000000001,,
2017-06-01,canada,observed,target,78329.0,,
2017-06-01,canada,signal,search_index,4510.940000000001,,
2017-07-01,canada,observed,target,103313.0,,
2017-07-01,canada,signal,search_index,4613.51,,
2017-08-01,canada,observed,target,99104.0,,
2017-08-01,canada,signal,search_index,4754.84,,
2017-09-01,canada,observed,target,79094.0,,
2017-09-01,canada,signal,search_index,4915.129999999999,,
2017-10-01,canada,observed,target,52849.0,,
2017-10-01,canada,signal,search_index,4074.83,,
2017-11-01,canada,observed,target,29121.0,,
2017-11-01,canada,signal,search_index,3695.42,,
2017-12-01,canada,observed,target,43330.0,,
2017-12-01,canada,signal,search_index,3453.29,,
2018-01-01,canada,observed,target,41265.0,,
2018-01-01,canada,signal,search_index,3653.75,,
2018-02-01,canada,observed,target,55810.0,,
2018-02-01,canada,signal,search_index,3760.22,,
2018-03-01,canada,observed,target,32889.0,,
2018-03-01,canada,signal,search_index,3607.96,,
2018-04-01,canada,observed,target,39860.0,,
2018-04-01,canada,signal,search_index,4163.25,,
2018-05-01,canada,observed,target,61292.0,,
2018-05-01,canada,signal,search_index,4175.9,,
2018-06-01,canada,observed,target,74854.0,,
2018-06-01,canada,signal,search_index,4296.3,,
2018-07-01,canada,observed,target,100914.0,,
2018-07-01,canada,signal,search_index,4408.57,,
2018-08-01,canada,observed,target,97415.0,,
2018-08-01,canada,signal,search_index,5655.48,,
2018-09-01,canada,observed,target,94870.0,,
2018-09-01,canada,signal,search_index,4942.86,,
2018-10-01,canada,observed,target,64255.0,,
2018-10-01,canada,signal,search_index,4130.2,,
2018-11-01,canada,observed,target,32458.0,,
2018-11-01,canada,signal,search_index,3721.26,,
2018-12-01,canada,observed,target,41497.0,,
2018-12-01,canada,signal,search_index,3770.51,,
2019-01-01,canada,observed,target,54316.0,,
2019-01-01,canada,signal,flight_capacity,869.0,,
2019-01-01,canada,signal,search_index,4451.25,,
2019-02-01,canada,observed,target,43929.0,,
2019-02-01,canada,signal,flight_capacity,775.0,,
2019-02-01,canada,signal,search_index,3521.77,,
2019-03-01,canada,observed,target,32383.0,,
2019-03-01,canada,signal,flight_capacity,883.0,,
2019-03-01,canada,signal,search_index,3914.67,,
2019-04-01,canada,observed,target,40411.0,,
2019-04-01,canada,signal,flight_capacity,941.0,,
2019-04-01,canada,signal,search_index,3969.67,,
2019-05-01,canada,observed,target,58432.0,,
2019-05-01,canada,signal,flight_capacity,951.0,,
2019-05-01,canada,signal,search_index,3911.76,,
2019-06-01,canada,observed,target,73620.0,,
2019-06-01,canada,signal,flight_capacity,945.0,,
2019-06-01,canada,signal,search_index,4089.47,,
2019-07-01,canada,observed,target,99114.0,,
2019-07-01,canada,signal,flight_capacity,977.0,,
2019-07-01,canada,signal,search_index,4362.33,,
2019-08-01,canada,observed,target,98609.0,,
2019-08-01,canada,signal,flight_capacity,976.0,,
2019-08-01,canada,signal,search_index,4119.45,,
2019-09-01,canada,observed,target,86857.0,,
2019-09-01,canada,signal,flight_capacity,916.0,,
2019-09-01,canada,signal,search_index,3980.55,,
2019-10-01,canada,observed,target,57759.0,,
2019-10-01,canada,signal,flight_capacity,900.0,,
2019-10-01,canada,signal,search_index,3323.1,,
2019-11-01,canada,observed,target,27997.0,,
2019-11-01,canada,signal,flight_capacity,753.0,,
2019-11-01,canada,signal,search_index,2989.42,,
2019-12-01,canada,observed,target,39047.0,,
2019-12-01,canada,signal,flight_capacity,838.0,,
2019-12-01,canada,signal,search_index,2917.03,,
2020-01-01,canada,observed,target,57745.0,,
2020-01-01,canada,signal,flight_capacity,819.0,,
2020-01-01,canada,signal,search_index,3128.61,,
2020-02-01,canada,observed,target,17000.0,,
2020-02-01,canada,signal,flight_capacity,378.0,,
2020-02-01,canada,signal,search_index,3032.83,,
2020-03-01,canada,observed,target,6153.0,,
2020-03-01,canada,signal,flight_capacity,249.0,,
2020-03-01,canada,signal,search_index,3087.63,,
2020-04-01,canada,observed,target,553.0,,
2020-04-01,canada,signal,flight_capacity,129.0,,
2020-04-01,canada,signal,search_index,2978.06,,
2020-05-01,canada,observed,target,653.0,,
2020-05-01,canada,signal,flight_capacity,231.0,,
2020-05-01,canada,signal,search_index,2396.57,,
2020-06-01,canada,observed,target,1326.0,,
2020-06-01,canada,signal,flight_capacity,262.0,,
2020-06-01,canada,signal,search_index,2370.23,,
2020-07-01,canada,observed,target,1257.0,,
2020-07-01,canada,signal,flight_capacity,210.0,,
2020-07-01,canada,signal,search_index,2344.13,,
2020-08-01,canada,observed,target,2136.0,,
2020-08-01,canada,signal,flight_capacity,152.0,,
2020-08-01,canada,signal,search_index,2231.61,,
2020-09-01,canada,observed,target,2380.0,,
2020-09-01,canada,signal,flight_capacity,179.0,,
2020-09-01,canada,signal,search_index,2188.96,,
2020-10-01,canada,observed,target,1987.0,,
2020-10-01,canada,signal,flight_capacity,151.0,,
2020-10-01,canada,signal,search_index,2083.39,,
2020-11-01,canada,observed,target,1617.0,,
2020-11-01,canada,signal,flight_capacity,134.0,,
2020-11-01,canada,signal,search_index,1987.42,,
2020-12-01,canada,observed,target,1510.0,,
2020-12-01,canada,signal,flight_capacity,133.0,,
2020-12-01,canada,signal,search_index,1965.23,,
2021-01-01,canada,observed,target,1554.0,,
2021-01-01,canada,signal,flight_capacity,131.0,,
2021-01-01,canada,signal,search_index,1939.2,,
2021-02-01,canada,observed,target,1272.0,,
2021-02-01,canada,signal,flight_capacity,82.0,,
2021-02-01,canada,signal,search_index,1895.93,,
2021-03-01,canada,observed,target,1363.0,,
2021-03-01,canada,signal,flight_capacity,119.0,,
2021-03-01,canada,signal,search_index,1817.5,,
2021-04-01,canada,observed,target,1497.0,,
2021-04-01,canada,signal,flight_capacity,100.0,,
2021-04-01,canada,signal,search_index,1982.97,,
2021-05-01,canada,observed,target,1678.0,,
2021-05-01,canada,signal,flight_capacity,97.0,,
2021-05-01,canada,signal,search_index,1999.33,,
2021-06-01,canada,observed,target,1840.0,,
2021-06-01,canada,signal,flight_capacity,81.0,,
2021-06-01,canada,signal,search_index,2196.97,,
2021-07-01,canada,observed,target,3324.0,,
2021-07-01,canada,signal,flight_capacity,77.0,,
2021-07-01,canada,signal,search_index,2528.89,,
2021-08-01,canada,observed,target,7824.0,,
2021-08-01,canada,signal,flight_capacity,53.0,,
2021-08-01,canada,signal,search_index,2532.65,,
2021-09-01,canada,observed,target,5543.0,,
2021-09-01,canada,signal,flight_capacity,53.0,,
2021-09-01,canada,signal,search_index,2331.33,,
2021-10-01,canada,observed,target,4169.0,,
2021-10-01,canada,signal,flight_capacity,55.0,,
2021-10-01,canada,signal,search_index,2485.0,,
2021-11-01,canada,observed,target,4050.0,,
2021-11-01,canada,signal,flight_capacity,52.0,,
2021-11-01,canada,signal,search_index,1996.06,,
2021-12-01,canada,observed,target,5802.0,,
2021-12-01,canada,signal,flight_capacity,51.0,,
2021-12-01,canada,signal,search_index,2047.61,,
2022-01-01,canada,observed,target,2931.0,,
2022-01-01,canada,signal,flight_capacity,40.0,,
2022-01-01,canada,signal,search_index,2012.0,,
2022-02-01,canada,observed,target,2344.0,,
2022-02-01,canada,signal,flight_capacity,40.0,,
2022-02-01,canada,signal,search_index,1977.91,,
2022-03-01,canada,observed,target,3104.0,,
